fpl_hostname,fpl_letter,fpl_name,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_rade,fpl_dens,fpl_eqt
Kepler-245,d,Kepler-245 d,36.277108,0.202,,21.6,3.03,4.27,
Kepler-245,e,Kepler-245 e,3.21982106,,,3.71,1.75,3.8,
Kepler-246,b,Kepler-246 b,4.60182,0.052,,6.08,2.34,2.61,
Kepler-246,c,Kepler-246 c,11.187161,0.095,,2.86,1.5,4.66,
Kepler-247,b,Kepler-247 b,3.33616,0.042,,3.33,1.64,4.15,
Kepler-247,c,Kepler-247 c,9.439452,0.084,,15.7,4.09,1.26,
Kepler-247,d,Kepler-247 d,20.477912,0.14,,14.7,3.94,1.32,
Kepler-248,b,Kepler-248 b,6.308205,0.066,,9.38,3.02,1.87,
Kepler-248,c,Kepler-248 c,16.239494,0.123,,15.6,4.07,1.27,
Kepler-249,b,Kepler-249 b,3.306539,0.035,,1.32,1.09,5.6,562
Kepler-249,c,Kepler-249 c,7.113702,0.058,,2.89,1.51,4.61,435
Kepler-249,d,Kepler-249 d,15.368459,0.097,,3.09,1.57,4.39,336
Kepler-25,b,Kepler-25 b,6.2385,0.068,0.05,9.6,2.71,2.5,
Kepler-25,c,Kepler-25 c,12.7204,0.11,0.01,24.6,5.2,0.9,
Kepler-25,d,Kepler-25 d,123,,,89.9,11.4,0.333,
Kepler-250,b,Kepler-250 b,4.148141,0.048,,1.51,1.13,5.75,
Kepler-250,c,Kepler-250 c,7.156804,0.069,,5.82,2.28,2.7,
Kepler-250,d,Kepler-250 d,17.648312,0.127,,5.39,2.18,2.86,
Kepler-251,b,Kepler-251 b,4.790936,0.053,,2.33,1.33,5.44,
Kepler-251,c,Kepler-251 c,16.514043,0.122,,8.1,2.77,2.09,
Kepler-251,d,Kepler-251 d,30.133001,0.182,,8.1,2.77,2.09,
Kepler-251,e,Kepler-251 e,99.640161,0.404,,8.1,2.77,2.09,
Kepler-252,b,Kepler-252 b,6.668391,0.058,,2.04,1.23,6.02,
Kepler-252,c,Kepler-252 c,10.848463,0.08,,5.27,2.15,2.91,501
Kepler-253,b,Kepler-253 b,3.783986,0.046,,3.29,1.63,4.17,
Kepler-253,c,Kepler-253 c,10.281951,0.089,,7.51,2.65,2.22,
Kepler-253,d,Kepler-253 d,18.119869,0.13,,10.2,3.17,1.76,
Kepler-254,b,Kepler-254 b,5.826662,0.064,,14.3,3.87,1.36,
Kepler-254,c,Kepler-254 c,12.412183,0.105,,3.2,2.15,1.77,
Kepler-254,d,Kepler-254 d,18.746477,0.139,,6.8,2.5,2.39,
Kepler-255,b,Kepler-255 b,5.714606,0.063,,3.02,1.55,4.46,
Kepler-255,c,Kepler-255 c,9.946047,0.092,,9.22,2.99,1.9,
Kepler-255,d,Kepler-255 d,1.04562266,,,2.3,1.32,5.5,
Kepler-256,b,Kepler-256 b,1.620493,0.027,,3.15,1.59,4.31,
Kepler-256,c,Kepler-256 c,3.38802,0.045,,5.27,2.15,2.91,
Kepler-256,d,Kepler-256 d,5.839172,0.064,,6.71,2.48,2.42,
Kepler-256,e,Kepler-256 e,10.681572,0.096,,6.12,2.35,2.59,
Kepler-257,b,Kepler-257 b,2.382667,0.034,,7.32,2.61,2.26,
Kepler-257,c,Kepler-257 c,6.581484,0.066,,25.2,5.41,0.875,
Kepler-257,d,Kepler-257 d,24.664551,0.16,,21.7,4.95,0.983,
Kepler-258,b,Kepler-258 b,13.19722,0.103,,15.5,4.06,1.27,
Kepler-258,c,Kepler-258 c,33.653079,0.193,,12.7,3.61,1.48,
Kepler-259,b,Kepler-259 b,8.115317,0.079,,8.25,2.8,2.07,
Kepler-259,c,Kepler-259 c,36.924931,0.217,,7.75,2.7,2.16,
Kepler-26,b,Kepler-26 b,12.28,0.08551,,5.12,2.78,1.26,427
Kepler-26,c,Kepler-26 c,17.2559,0.10725,,6.2,2.72,1.61,381
Kepler-26,d,Kepler-26 d,3.543919,0.039,,1.24,1.07,5.56,646
Kepler-26,e,Kepler-26 e,46.827915,0.22,,6.39,2.41,2.51,
Kepler-260,b,Kepler-260 b,8.187399,0.075,,4.7,2.01,3.18,
Kepler-260,c,Kepler-260 c,76.050178,0.332,,3.68,1.74,3.84,
Kepler-261,b,Kepler-261 b,10.381227,0.088,,5.39,2.18,2.86,
Kepler-261,c,Kepler-261 c,24.570858,0.156,,4.66,2,3.2,
Kepler-262,b,Kepler-262 b,13.060855,0.108,,2.42,1.36,5.29,
Kepler-262,c,Kepler-262 c,21.853722,0.152,,3.33,1.64,4.15,
Kepler-263,b,Kepler-263 b,16.568087,0.12,,7.61,2.67,2.2,
Kepler-263,c,Kepler-263 c,47.332773,0.242,,6.66,2.47,2.43,
Kepler-264,b,Kepler-264 b,40.806231,0.249,,11.1,3.33,1.65,
Kepler-264,c,Kepler-264 c,140.101261,0.566,,8.4,2.83,2.04,
Kepler-265,b,Kepler-265 b,6.846262,0.069,,4.12,1.86,3.52,
Kepler-265,c,Kepler-265 c,17.028937,0.127,,7.41,2.63,2.24,
Kepler-265,d,Kepler-265 d,43.130617,0.236,,6.76,2.49,2.41,
Kepler-265,e,Kepler-265 e,67.831024,0.319,,7.22,2.59,2.28,
Kepler-266,b,Kepler-266 b,6.61833,0.071,,6.71,2.48,2.42,
Kepler-266,c,Kepler-266 c,107.723601,0.457,,14.4,3.89,1.34,
Kepler-267,b,Kepler-267 b,3.353728,0.037,,37.9,1.98,26.8,617
Kepler-267,c,Kepler-267 c,6.87745,0.06,,5.18,2.13,2.95,
Kepler-267,d,Kepler-267 d,28.464515,0.154,,5.77,2.27,2.71,
Kepler-268,b,Kepler-268 b,25.934138,0.18,,7.04,2.55,2.33,
Kepler-268,c,Kepler-268 c,83.446393,0.391,,11.4,3.38,1.62,
Kepler-269,b,Kepler-269 b,5.326718,0.061,,6.66,2.47,2.43,
Kepler-269,c,Kepler-269 c,8.127899,0.081,,3.5,1.69,3.98,
Kepler-27,b,Kepler-27 b,15.3348,0.118,,2895.31,4,,
Kepler-27,c,Kepler-27 c,31.3309,0.191,,4385.87,4.9,,
Kepler-270,b,Kepler-270 b,11.476094,0.107,,4.7,2.01,3.18,
Kepler-270,c,Kepler-270 c,25.262887,0.18,,3.78,1.77,3.75,
Kepler-271,b,Kepler-271 b,10.43547805,0.056,,2.04,1.23,6.02,
Kepler-271,c,Kepler-271 c,7.41086267,0.071,,0.809,0.95,5.18,
Kepler-271,d,Kepler-271 d,5.24972541,,,0.219,0.66,4.19,
Kepler-272,b,Kepler-272 b,2.971353,0.038,,78,1.43,147,
Kepler-272,c,Kepler-272 c,6.057342,0.061,,97.8,1.79,93.7,
Kepler-272,d,Kepler-272 d,10.937304,0.091,,5.69,2.25,2.74,
Kepler-273,b,Kepler-273 b,2.936532,0.037,,2.86,1.5,4.66,
Kepler-273,c,Kepler-273 c,8.014927,0.073,,4.58,1.98,3.24,
Kepler-274,b,Kepler-274 b,11.634788,0.101,,2.99,1.54,4.5,
Kepler-274,c,Kepler-274 c,33.197861,0.204,,4.04,1.84,3.56,
Kepler-275,b,Kepler-275 b,10.300682,0.098,,6.08,2.34,2.61,
Kepler-275,c,Kepler-275 c,16.088134,0.132,,11.4,3.38,1.62,
Kepler-275,d,Kepler-275 d,35.676062,0.224,,11.1,3.33,1.65,
Kepler-276,b,Kepler-276 b,14.12841,0.119,,8.6,2.87,2,
Kepler-276,c,Kepler-276 c,31.884,,,16.6,2.9,3.74,
Kepler-276,d,Kepler-276 d,48.648,,,16.3,2.8,4.08,
Kepler-277,b,Kepler-277 b,17.324,,,87.3,2.92,19.3,
Kepler-277,c,Kepler-277 c,33.006,,,64.2,3.36,9.3,
Kepler-278,b,Kepler-278 b,30.160546,0.207,0.04,15.6,4.07,1.27,
Kepler-278,c,Kepler-278 c,51.078775,0.294,0.51,12.6,3.59,1.5,
Kepler-279,b,Kepler-279 b,12.309681,0.112,,12.8,3.62,1.48,
Kepler-279,c,Kepler-279 c,35.736,,,49.4,4.3,0.3,
Kepler-279,d,Kepler-279 d,54.414,,,37.5,3.1,0.3,
Kepler-28,b,Kepler-28 b,5.9123,0.062,,479.9,3.6,,583
Kepler-28,c,Kepler-28 c,8.9858,0.081,,432.23,3.4,,507
Kepler-280,b,Kepler-280 b,2.139542,0.032,,2.7,1.45,4.87,
Kepler-280,c,Kepler-280 c,4.807091,0.056,,4.7,2.01,3.18,
Kepler-281,b,Kepler-281 b,14.646008,0.117,,8.35,2.82,2.05,
Kepler-281,c,Kepler-281 c,36.337373,0.215,,24.4,5.31,0.896,
Kepler-282,b,Kepler-282 b,9.220524,0.082,,1.01,1.01,5.39,
Kepler-282,c,Kepler-282 c,13.638723,0.106,,1.87,1.2,5.95,
Kepler-282,d,Kepler-282 d,24.806,,,61,2.46,22.5,
Kepler-282,e,Kepler-282 e,44.347,,,56.2,3.1,10.4,
Kepler-283,b,Kepler-283 b,11.008151,0.082,,5.18,2.13,2.95,651
Kepler-283,c,Kepler-283 c,92.743711,0.341,,3.97,1.82,3.62,
Kepler-284,b,Kepler-284 b,12.699149,0.104,,5.65,2.24,2.76,
Kepler-284,c,Kepler-284 c,37.514456,0.213,,7.32,2.61,2.26,
Kepler-285,b,Kepler-285 b,2.633867,0.036,,2.36,1.34,5.39,
Kepler-285,c,Kepler-285 c,6.186676,0.064,,1.46,1.12,5.71,
Kepler-286,b,Kepler-286 b,1.796302,0.027,,2.07,1.24,5.97,
Kepler-286,c,Kepler-286 c,3.468095,0.042,,2.45,1.37,5.24,
Kepler-286,d,Kepler-286 d,5.914323,0.061,,2.33,1.33,5.44,
Kepler-286,e,Kepler-286 e,29.221289,0.176,,3.78,1.77,3.75,
Kepler-287,b,Kepler-287 b,20.342199,0.145,,6.04,2.33,2.62,
Kepler-287,c,Kepler-287 c,44.851896,0.246,,10.7,3.26,1.7,
Kepler-288,b,Kepler-288 b,6.097326,0.065,,3.43,1.67,4.05,
Kepler-288,c,Kepler-288 c,19.305772,0.14,,8.5,2.85,2.02,
Kepler-288,d,Kepler-288 d,56.633742,0.287,,7.61,2.67,2.2,
Kepler-289,b,Kepler-289 b,34.545,0.21,,7.3,2.15,4.1,
Kepler-289,c,Kepler-289 c,125.8518,0.51,,132,11.59,0.47,
Kepler-289,d,Kepler-289 d,66.0634,0.33,,4,2.68,1.2,
Kepler-29,b,Kepler-29 b,10.3384,0.09,,4.51,3.35,0.65,
Kepler-29,c,Kepler-29 c,13.2884,0.11,,4,3.14,0.7,
Kepler-290,b,Kepler-290 b,14.589347,0.11,,5.69,2.25,2.74,
Kepler-290,c,Kepler-290 c,36.77031,0.205,,7.75,2.7,2.16,
Kepler-291,b,Kepler-291 b,3.546511,0.047,,5.31,2.16,2.9,
Kepler-291,c,Kepler-291 c,5.700786,0.065,,4.19,1.88,3.47,
Kepler-292,b,Kepler-292 b,2.580827,0.035,,2.3,1.32,5.5,
Kepler-292,c,Kepler-292 c,3.715335,0.045,,2.76,1.47,4.77,
Kepler-292,d,Kepler-292 d,7.055679,0.068,,5.6,2.23,2.77,
Kepler-292,e,Kepler-292 e,11.97901,0.097,,7.61,2.67,2.2,
Kepler-292,f,Kepler-292 f,20.834237,0.141,,6.12,2.35,2.59,
Kepler-293,b,Kepler-293 b,19.254196,0.144,,9.64,3.07,1.83,
Kepler-293,c,Kepler-293 c,54.155743,0.286,,14,3.83,1.37,
Kepler-294,b,Kepler-294 b,3.701212,0.048,,3.78,1.77,3.75,
Kepler-294,c,Kepler-294 c,6.6264,0.071,,7.8,2.71,2.15,
Kepler-295,b,Kepler-295 b,12.645164,0.099,,1.98,1.22,5.99,
Kepler-295,c,Kepler-295 c,21.526258,0.142,,1.71,1.17,5.87,
Kepler-295,d,Kepler-295 d,33.884054,0.192,,2.42,1.36,5.29,
Kepler-296,b,Kepler-296 b,10.864384,0.079,0.33,3.22,1.61,3,495
Kepler-296,c,Kepler-296 c,5.8416366,0.0521,0.33,4.66,2,1.2,606
Kepler-296,d,Kepler-296 d,19.850291,0.118,0.33,5.02,2.09,1.9,403
Kepler-296,e,Kepler-296 e,34.14211,0.169,0.33,2.96,1.53,4.1,337
Kepler-296,f,Kepler-296 f,63.33627,0.255,0.33,3.89,1.8,3.2,274
Kepler-297,b,Kepler-297 b,38.871826,0.217,,48.5,2.87,11.3,
Kepler-297,c,Kepler-297 c,74.920137,0.336,,42.1,6.54,0.827,
Kepler-298,b,Kepler-298 b,10.475464,0.08,,4.5,1.96,3.28,
Kepler-298,c,Kepler-298 c,22.92881,0.136,,4.38,1.93,3.35,
Kepler-298,d,Kepler-298 d,77.473633,0.305,,6.8,2.5,2.39,
Kepler-299,b,Kepler-299 b,2.927128,0.04,,2.3,1.32,5.5,
Kepler-299,c,Kepler-299 c,6.885875,0.07,,7.51,2.65,2.22,
Kepler-299,d,Kepler-299 d,15.054786,0.118,,4.12,1.86,3.52,
Kepler-299,e,Kepler-299 e,38.285489,0.22,,4.16,1.87,3.5,
Kepler-30,b,Kepler-30 b,29.33434,0.18,0.042,11.3,3.9,1.02,
Kepler-30,c,Kepler-30 c,60.323105,0.3,0.0111,640,12.3,1.88,
Kepler-30,d,Kepler-30 d,143.34394,0.5,0.022,23.1,8.8,0.19,
Kepler-300,b,Kepler-300 b,10.446347,0.094,,3.43,1.67,4.05,
Kepler-300,c,Kepler-300 c,40.714955,0.232,,5.69,2.25,2.74,
Kepler-301,b,Kepler-301 b,2.508553,0.036,,2.39,1.35,5.34,
Kepler-301,c,Kepler-301 c,5.419026,0.06,,2.39,1.35,5.34,
Kepler-301,d,Kepler-301 d,13.751243,0.112,,3.71,1.75,3.8,
Kepler-302,b,Kepler-302 b,30.184104,0.193,,15.5,4.06,1.27,
Kepler-302,c,Kepler-302 c,127.282184,0.503,,,12.45,,
Kepler-303,b,Kepler-303 b,1.937055,0.024,,0.64,0.89,4.99,790
Kepler-303,c,Kepler-303 c,7.061149,0.057,,1.55,1.14,5.75,
Kepler-304,b,Kepler-304 b,3.295709,0.039,,8.55,2.86,2.01,
Kepler-304,c,Kepler-304 c,5.315946,0.054,,5.35,2.17,2.88,
Kepler-304,d,Kepler-304 d,9.653471,0.08,,8,2.75,2.11,
Kepler-304,e,Kepler-304 e,1.49914695,,,1.87,1.2,5.95,
Kepler-305,b,Kepler-305 b,5.487,,,10.5,3.6,1.24,
Kepler-305,c,Kepler-305 c,8.291,,,6,3.3,0.917,
Kepler-305,d,Kepler-305 d,16.738661,0.121,,9.1,2.71,2.5,
Kepler-306,b,Kepler-306 b,4.646186,0.05,,2.92,1.52,4.57,
Kepler-306,c,Kepler-306 c,7.240193,0.067,,6.12,2.35,2.59,
Kepler-306,d,Kepler-306 d,17.326644,0.12,,6.66,2.47,2.43,
Kepler-306,e,Kepler-306 e,44.840975,0.227,,5.77,2.27,2.71,
Kepler-307,b,Kepler-307 b,10.4208,,,7.44,2.43,2.62,
Kepler-307,c,Kepler-307 c,13.0729,,,3.64,2.2,1.74,
Kepler-308,b,Kepler-308 b,9.694928,0.09,,5.14,2.12,2.96,
Kepler-308,c,Kepler-308 c,15.38231,0.123,,5.31,2.16,2.9,
Kepler-309,b,Kepler-309 b,5.923653,0.059,,3.05,1.56,4.41,529
Kepler-309,c,Kepler-309 c,105.356383,0.401,,6.85,2.51,2.38,202
Kepler-31,b,Kepler-31 b,20.8613,0.16,,25.9,5.5,0.855,
Kepler-31,c,Kepler-31 c,42.6318,0.26,,1493.7,5.3,,
Kepler-31,d,Kepler-31 d,87.6451,0.4,,2161.244,3.9,,
Kepler-310,b,Kepler-310 b,13.930698,0.111,,1.81,1.19,5.9,
Kepler-310,c,Kepler-310 c,56.47542,0.281,,11.4,3.38,1.62,
Kepler-310,d,Kepler-310 d,92.876125,0.392,,7,2.47,3.3,
Kepler-311,b,Kepler-311 b,9.176092,0.087,,3.53,1.7,3.95,
Kepler-311,c,Kepler-311 c,19.738286,0.145,,2.63,1.43,4.94,
Kepler-312,b,Kepler-312 b,1.772419,0.031,,2.21,1.29,5.66,
Kepler-312,c,Kepler-312 c,19.747412,0.153,,10.1,3.15,1.78,
Kepler-313,b,Kepler-313 b,14.970418,0.125,,6.94,2.53,2.35,
Kepler-313,c,Kepler-313 c,32.273273,0.208,,7.13,2.57,2.31,
Kepler-314,b,Kepler-314 b,2.461069,0.035,,0.498,0.83,4.79,
Kepler-314,c,Kepler-314 c,5.960392,0.064,,8.75,2.9,1.97,
Kepler-315,b,Kepler-315 b,96.101141,0.402,,13.7,3.77,1.4,
Kepler-315,c,Kepler-315 c,265.469335,0.791,,16.1,4.15,1.24,
Kepler-316,b,Kepler-316 b,2.240508,0.027,,1.2,1.06,5.54,
Kepler-316,c,Kepler-316 c,6.827766,0.058,,1.65,1.16,5.81,
Kepler-317,b,Kepler-317 b,5.524242,0.061,,109.8,2.09,66.1,
Kepler-317,c,Kepler-317 c,8.77501,0.083,,3.61,1.72,3.9,
Kepler-318,b,Kepler-318 b,4.662715,0.056,,19.9,4.71,1.05,
Kepler-318,c,Kepler-318 c,11.815007,0.105,,13.1,3.68,1.44,
Kepler-319,b,Kepler-319 b,4.362705,0.051,,3.29,1.63,4.17,
Kepler-319,c,Kepler-319 c,6.941357,0.069,,7.41,2.63,2.24,
Kepler-319,d,Kepler-319 d,31.781925,0.191,,5.86,2.29,2.68,
Kepler-32,b,Kepler-32 b,5.90124,0.05,,1303,2.2,,530
Kepler-32,c,Kepler-32 c,8.7522,0.09,,158.9,2,,470
Kepler-32,d,Kepler-32 d,22.7802,0.13,,7.75,2.7,2.16,340
Kepler-32,e,Kepler-32 e,2.896,0.033,,2.86,1.5,4.66,680
Kepler-32,f,Kepler-32 f,0.74296,0.013,,0.477,0.82,4.75,1100
Kepler-320,b,Kepler-320 b,8.371554,0.085,,1.55,1.14,5.75,
Kepler-320,c,Kepler-320 c,17.934937,0.142,,2.45,1.37,5.24,
Kepler-321,b,Kepler-321 b,4.915379,0.057,,3.78,1.77,3.75,
Kepler-321,c,Kepler-321 c,13.093921,0.11,,5.99,2.32,2.64,
Kepler-322,b,Kepler-322 b,1.653888,0.027,,1.01,1.01,5.39,
Kepler-322,c,Kepler-322 c,4.337234,0.051,,3.43,1.67,4.05,
Kepler-323,b,Kepler-323 b,1.678327,0.028,,684.4,1.43,1290,
Kepler-323,c,Kepler-323 c,3.553822,0.046,,79.7,1.63,101,
Kepler-324,b,Kepler-324 b,4.385315,0.05,,1.55,1.14,5.75,
Kepler-324,c,Kepler-324 c,51.805612,0.26,,10.1,3.15,1.78,
Kepler-325,b,Kepler-325 b,4.544439,0.053,,8.8,2.91,1.96,
Kepler-325,c,Kepler-325 c,12.762172,0.105,,6.99,2.54,2.34,
Kepler-325,d,Kepler-325 d,38.715185,0.22,,8.2,2.79,2.07,
Kepler-326,b,Kepler-326 b,2.248329,0.032,,44.6,1.52,69.8,
Kepler-326,c,Kepler-326 c,4.580358,0.051,,17.4,1.4,34.8,
Kepler-326,d,Kepler-326 d,6.766888,0.066,,6.9,1.21,21.4,
Kepler-327,b,Kepler-327 b,2.549575,0.029,,1.41,1.11,5.67,
Kepler-327,c,Kepler-327 c,5.212333,0.047,,20.3,1.03,102,
Kepler-327,d,Kepler-327 d,13.969457,0.09,,3.64,1.73,3.86,
Kepler-328,b,Kepler-328 b,34.921,,,28.5,2.3,12.9,
Kepler-328,c,Kepler-328 c,71.312,,,39.4,5.4,1.37,
Kepler-329,b,Kepler-329 b,7.416397,0.061,,2.54,1.4,5.09,
Kepler-329,c,Kepler-329 c,18.684737,0.113,,4.38,1.93,3.35,
Kepler-33,b,Kepler-33 b,5.66793,0.0677,0,3.68,1.74,3.84,
Kepler-33,c,Kepler-33 c,13.17562,0.1189,0,0.39,3.2,0.13,
Kepler-33,d,Kepler-33 d,21.77596,0.1662,0,3.91,5.35,0.25,
Kepler-33,e,Kepler-33 e,31.7844,0.2138,0,5.57,4.02,0.8,
Kepler-33,f,Kepler-33 f,41.02902,0.2535,0,9.65,4.46,0.9,
Kepler-330,b,Kepler-330 b,8.25978,0.075,,2.39,1.35,5.34,
Kepler-330,c,Kepler-330 c,15.955387,0.116,,4.46,1.95,3.31,
Kepler-331,b,Kepler-331 b,8.457496,0.065,,3.97,1.82,3.62,
Kepler-331,c,Kepler-331 c,17.28111,0.105,,4.04,1.84,3.56,
Kepler-331,d,Kepler-331 d,32.134328,0.159,,3.33,1.64,4.15,
Kepler-332,b,Kepler-332 b,7.626324,0.07,,1.71,1.17,5.87,
Kepler-332,c,Kepler-332 c,15.995622,0.114,,1.32,1.09,5.6,
Kepler-332,d,Kepler-332 d,34.21154,0.189,,1.76,1.18,5.89,
Kepler-333,b,Kepler-333 b,12.551158,0.087,,28.2,1.32,67.4,
Kepler-333,c,Kepler-333 c,24.08821,0.135,,1.41,1.11,5.67,
Kepler-334,b,Kepler-334 b,5.470319,0.061,,1.46,1.12,5.71,
Kepler-334,c,Kepler-334 c,12.758005,0.107,,2.63,1.43,4.94,
Kepler-334,d,Kepler-334 d,25.09849,0.168,,2.57,1.41,5.04,
Kepler-335,b,Kepler-335 b,6.562331,0.075,,11.4,3.39,1.61,
Kepler-335,c,Kepler-335 c,67.844469,0.356,,9.64,3.07,1.83,
Kepler-336,b,Kepler-336 b,2.024823,0.033,,1.04,1.02,5.39,
Kepler-336,c,Kepler-336 c,9.600001,0.092,,5.06,2.1,3,
Kepler-336,d,Kepler-336 d,20.678772,0.154,,6.21,2.37,2.56,
Kepler-337,b,Kepler-337 b,3.292781,0.045,,2.99,1.54,4.5,
Kepler-337,c,Kepler-337 c,9.693201,0.093,,4.86,2.05,3.1,
Kepler-338,b,Kepler-338 b,13.726976,0.117,0.04,30.6,2.44,11.6,
Kepler-338,c,Kepler-338 c,24.310856,0.172,0.03,6.08,2.34,2.61,
Kepler-338,d,Kepler-338 d,44.431014,0.257,0.03,9.27,3,1.89,
Kepler-338,e,Kepler-338 e,9.341,,0.05,8.5,1.56,12.3,
Kepler-339,b,Kepler-339 b,4.977656,0.055,,2.6,1.42,4.99,
Kepler-339,c,Kepler-339 c,6.988055,0.069,,7.3,1.15,26.4,
Kepler-339,d,Kepler-339 d,10.558345,0.091,,14.7,1.17,50.4,
Kepler-34,b,Kepler-34 b,288.822,1.0896,0.182,69.92,8.564,0.613,
Kepler-340,b,Kepler-340 b,14.844387,0.134,,6.94,2.53,2.35,
Kepler-340,c,Kepler-340 c,22.824669,0.178,,11.3,3.37,1.62,
Kepler-341,b,Kepler-341 b,5.195528,0.06,,1.76,1.18,5.89,
Kepler-341,c,Kepler-341 c,8.01041,0.08,,3.53,1.7,3.95,
Kepler-341,d,Kepler-341 d,27.666313,0.182,,4.08,1.85,3.54,
Kepler-341,e,Kepler-341 e,42.473269,0.242,,4.62,1.99,3.22,
Kepler-342,b,Kepler-342 b,15.170318,0.128,,5.69,2.25,2.74,
Kepler-342,c,Kepler-342 c,26.234138,0.185,,4.5,1.96,3.28,
Kepler-342,d,Kepler-342 d,39.459357,0.242,,6.76,2.49,2.41,
Kepler-342,e,Kepler-342 e,1.64422461,,,0.615,0.88,4.96,
Kepler-343,b,Kepler-343 b,8.96855,0.088,,6.39,2.41,2.51,
Kepler-343,c,Kepler-343 c,23.22182,0.167,,4.74,2.02,3.16,
Kepler-344,b,Kepler-344 b,21.963945,0.153,,7.32,2.61,2.26,
Kepler-344,c,Kepler-344 c,125.596809,0.488,,9.01,2.95,1.93,
Kepler-345,b,Kepler-345 b,7.415563,0.066,,0.5,0.74,5.2,
Kepler-345,c,Kepler-345 c,9.387427,0.077,,2.2,1.2,4.8,
Kepler-346,b,Kepler-346 b,6.511127,0.071,,7.56,2.66,2.21,
Kepler-346,c,Kepler-346 c,23.851549,0.168,,9.64,3.07,1.83,
Kepler-347,b,Kepler-347 b,12.79836,0.11,,4.54,1.97,3.26,
Kepler-347,c,Kepler-347 c,27.320871,0.183,,3.71,1.75,3.8,
Kepler-348,b,Kepler-348 b,7.05677,0.076,,2.92,1.52,4.57,
Kepler-348,c,Kepler-348 c,17.265427,0.138,,2.33,1.33,5.44,
Kepler-349,b,Kepler-349 b,5.929778,0.065,,94.5,1.9,75.7,
Kepler-349,c,Kepler-349 c,12.247629,0.105,,4.5,1.96,3.28,
Kepler-35,b,Kepler-35 b,131.458,0.60347,0.042,40.363,8.16,0.41,
Kepler-350,b,Kepler-350 b,11.189562,0.104,,4.08,1.85,3.54,
Kepler-350,c,Kepler-350 c,17.849,,,6.1,3.1,1.13,
Kepler-350,d,Kepler-350 d,26.136,,,14.9,2.8,3.73,
Kepler-351,b,Kepler-351 b,37.054919,0.214,,4.8,3.06,0.921,
Kepler-351,c,Kepler-351 c,57.24809,0.287,,11.1,3.19,1.88,
Kepler-351,d,Kepler-351 d,142.544247,,,7.85,2.72,2.14,
Kepler-352,b,Kepler-352 b,10.05537,0.085,,0.566,0.86,4.89,
Kepler-352,c,Kepler-352 c,16.332995,0.118,,2.07,1.24,5.97,
Kepler-353,b,Kepler-353 b,5.795278,0.051,,0.64,0.89,4.99,
Kepler-353,c,Kepler-353 c,8.410894,0.065,,2.48,1.38,5.19,
Kepler-354,b,Kepler-354 b,5.47666,0.054,,4.04,1.84,3.56,
Kepler-354,c,Kepler-354 c,16.934402,0.115,,2.27,1.31,5.55,
Kepler-354,d,Kepler-354 d,24.209842,0.146,,2.07,1.24,5.97,
Kepler-355,b,Kepler-355 b,11.03189,0.102,,2.73,1.46,4.82,
Kepler-355,c,Kepler-355 c,25.762294,0.179,,7.8,2.71,2.15,
Kepler-356,b,Kepler-356 b,4.612696,0.057,,3.09,1.57,4.39,
Kepler-356,c,Kepler-356 c,13.121632,0.115,,3.93,1.81,3.64,
Kepler-357,b,Kepler-357 b,6.475434,0.063,,4.04,1.84,3.56,
Kepler-357,c,Kepler-357 c,16.85837,0.12,,7.61,2.67,2.2,
Kepler-357,d,Kepler-357 d,49.499875,0.246,,11.6,3.43,1.58,
Kepler-358,b,Kepler-358 b,34.060467,0.21,,7.85,2.72,2.14,
Kepler-358,c,Kepler-358 c,83.488369,0.381,,8.5,2.85,2.02,
Kepler-359,b,Kepler-359 b,25.563222,0.178,,12.2,3.53,1.52,
Kepler-359,c,Kepler-359 c,57.68802,0.307,,2.9,4.3,0.1,
Kepler-359,d,Kepler-359 d,77.095691,0.372,,2.7,4.01,0.1,
Kepler-36,b,Kepler-36 b,13.83989,0.1153,0.039,4.45,1.486,7.46,978
Kepler-36,c,Kepler-36 c,16.23855,0.1283,0.033,8.08,3.679,0.89,928
Kepler-360,b,Kepler-360 b,3.289672,0.044,,3.36,1.65,4.11,
Kepler-360,c,Kepler-360 c,7.186434,0.075,,5.06,2.1,3,
Kepler-361,b,Kepler-361 b,8.486616,0.086,,2.7,1.45,4.87,
Kepler-361,c,Kepler-361 c,55.188023,0.3,,6.9,2.52,2.37,
Kepler-362,b,Kepler-362 b,10.327186,0.087,,0.615,0.88,4.96,
Kepler-362,c,Kepler-362 c,37.866281,0.207,,2.7,1.45,4.87,
Kepler-363,b,Kepler-363 b,3.614568,0.048,,1.65,1.16,5.81,
Kepler-363,c,Kepler-363 c,7.542427,0.079,,66.4,1.69,75.6,
Kepler-363,d,Kepler-363 d,11.932125,0.107,,4.86,2.05,3.1,
Kepler-364,b,Kepler-364 b,25.745718,0.178,,3.02,1.55,4.46,
Kepler-364,c,Kepler-364 c,59.980627,0.312,,5.27,2.15,2.91,
Kepler-365,b,Kepler-365 b,10.664903,0.098,,4.82,2.04,3.12,
Kepler-365,c,Kepler-365 c,17.784129,0.137,,3.33,1.64,4.15,
Kepler-366,b,Kepler-366 b,3.281959,0.045,,2.73,1.46,4.82,
Kepler-366,c,Kepler-366 c,12.51616,0.11,,3.86,1.79,3.7,
